count,next,previous,results
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'vulpix', 'url': 'https://pokeapi.co/api/v2/pokemon/37/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'ninetales', 'url': 'https://pokeapi.co/api/v2/pokemon/38/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'jigglypuff', 'url': 'https://pokeapi.co/api/v2/pokemon/39/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'wigglytuff', 'url': 'https://pokeapi.co/api/v2/pokemon/40/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'zubat', 'url': 'https://pokeapi.co/api/v2/pokemon/41/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'golbat', 'url': 'https://pokeapi.co/api/v2/pokemon/42/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'oddish', 'url': 'https://pokeapi.co/api/v2/pokemon/43/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'gloom', 'url': 'https://pokeapi.co/api/v2/pokemon/44/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'vileplume', 'url': 'https://pokeapi.co/api/v2/pokemon/45/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'paras', 'url': 'https://pokeapi.co/api/v2/pokemon/46/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'parasect', 'url': 'https://pokeapi.co/api/v2/pokemon/47/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'venonat', 'url': 'https://pokeapi.co/api/v2/pokemon/48/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'venomoth', 'url': 'https://pokeapi.co/api/v2/pokemon/49/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'diglett', 'url': 'https://pokeapi.co/api/v2/pokemon/50/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'dugtrio', 'url': 'https://pokeapi.co/api/v2/pokemon/51/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'meowth', 'url': 'https://pokeapi.co/api/v2/pokemon/52/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'persian', 'url': 'https://pokeapi.co/api/v2/pokemon/53/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'psyduck', 'url': 'https://pokeapi.co/api/v2/pokemon/54/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'golduck', 'url': 'https://pokeapi.co/api/v2/pokemon/55/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'mankey', 'url': 'https://pokeapi.co/api/v2/pokemon/56/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'primeape', 'url': 'https://pokeapi.co/api/v2/pokemon/57/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'growlithe', 'url': 'https://pokeapi.co/api/v2/pokemon/58/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'arcanine', 'url': 'https://pokeapi.co/api/v2/pokemon/59/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'poliwag', 'url': 'https://pokeapi.co/api/v2/pokemon/60/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'poliwhirl', 'url': 'https://pokeapi.co/api/v2/pokemon/61/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'poliwrath', 'url': 'https://pokeapi.co/api/v2/pokemon/62/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'abra', 'url': 'https://pokeapi.co/api/v2/pokemon/63/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'kadabra', 'url': 'https://pokeapi.co/api/v2/pokemon/64/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'alakazam', 'url': 'https://pokeapi.co/api/v2/pokemon/65/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'machop', 'url': 'https://pokeapi.co/api/v2/pokemon/66/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'machoke', 'url': 'https://pokeapi.co/api/v2/pokemon/67/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'machamp', 'url': 'https://pokeapi.co/api/v2/pokemon/68/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'bellsprout', 'url': 'https://pokeapi.co/api/v2/pokemon/69/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'weepinbell', 'url': 'https://pokeapi.co/api/v2/pokemon/70/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'victreebel', 'url': 'https://pokeapi.co/api/v2/pokemon/71/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'tentacool', 'url': 'https://pokeapi.co/api/v2/pokemon/72/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'tentacruel', 'url': 'https://pokeapi.co/api/v2/pokemon/73/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'geodude', 'url': 'https://pokeapi.co/api/v2/pokemon/74/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'graveler', 'url': 'https://pokeapi.co/api/v2/pokemon/75/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'golem', 'url': 'https://pokeapi.co/api/v2/pokemon/76/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'ponyta', 'url': 'https://pokeapi.co/api/v2/pokemon/77/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'rapidash', 'url': 'https://pokeapi.co/api/v2/pokemon/78/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'slowpoke', 'url': 'https://pokeapi.co/api/v2/pokemon/79/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'slowbro', 'url': 'https://pokeapi.co/api/v2/pokemon/80/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'magnemite', 'url': 'https://pokeapi.co/api/v2/pokemon/81/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'magneton', 'url': 'https://pokeapi.co/api/v2/pokemon/82/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'farfetchd', 'url': 'https://pokeapi.co/api/v2/pokemon/83/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'doduo', 'url': 'https://pokeapi.co/api/v2/pokemon/84/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'dodrio', 'url': 'https://pokeapi.co/api/v2/pokemon/85/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'seel', 'url': 'https://pokeapi.co/api/v2/pokemon/86/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'dewgong', 'url': 'https://pokeapi.co/api/v2/pokemon/87/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'grimer', 'url': 'https://pokeapi.co/api/v2/pokemon/88/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'muk', 'url': 'https://pokeapi.co/api/v2/pokemon/89/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'shellder', 'url': 'https://pokeapi.co/api/v2/pokemon/90/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'cloyster', 'url': 'https://pokeapi.co/api/v2/pokemon/91/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'gastly', 'url': 'https://pokeapi.co/api/v2/pokemon/92/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'haunter', 'url': 'https://pokeapi.co/api/v2/pokemon/93/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'gengar', 'url': 'https://pokeapi.co/api/v2/pokemon/94/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'onix', 'url': 'https://pokeapi.co/api/v2/pokemon/95/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'drowzee', 'url': 'https://pokeapi.co/api/v2/pokemon/96/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'hypno', 'url': 'https://pokeapi.co/api/v2/pokemon/97/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'krabby', 'url': 'https://pokeapi.co/api/v2/pokemon/98/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'kingler', 'url': 'https://pokeapi.co/api/v2/pokemon/99/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'voltorb', 'url': 'https://pokeapi.co/api/v2/pokemon/100/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'electrode', 'url': 'https://pokeapi.co/api/v2/pokemon/101/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'exeggcute', 'url': 'https://pokeapi.co/api/v2/pokemon/102/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'exeggutor', 'url': 'https://pokeapi.co/api/v2/pokemon/103/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'cubone', 'url': 'https://pokeapi.co/api/v2/pokemon/104/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'marowak', 'url': 'https://pokeapi.co/api/v2/pokemon/105/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'hitmonlee', 'url': 'https://pokeapi.co/api/v2/pokemon/106/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'hitmonchan', 'url': 'https://pokeapi.co/api/v2/pokemon/107/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'lickitung', 'url': 'https://pokeapi.co/api/v2/pokemon/108/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'koffing', 'url': 'https://pokeapi.co/api/v2/pokemon/109/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'weezing', 'url': 'https://pokeapi.co/api/v2/pokemon/110/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'rhyhorn', 'url': 'https://pokeapi.co/api/v2/pokemon/111/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'rhydon', 'url': 'https://pokeapi.co/api/v2/pokemon/112/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'chansey', 'url': 'https://pokeapi.co/api/v2/pokemon/113/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'tangela', 'url': 'https://pokeapi.co/api/v2/pokemon/114/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'kangaskhan', 'url': 'https://pokeapi.co/api/v2/pokemon/115/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'horsea', 'url': 'https://pokeapi.co/api/v2/pokemon/116/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'seadra', 'url': 'https://pokeapi.co/api/v2/pokemon/117/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'goldeen', 'url': 'https://pokeapi.co/api/v2/pokemon/118/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'seaking', 'url': 'https://pokeapi.co/api/v2/pokemon/119/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'staryu', 'url': 'https://pokeapi.co/api/v2/pokemon/120/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'starmie', 'url': 'https://pokeapi.co/api/v2/pokemon/121/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'mr-mime', 'url': 'https://pokeapi.co/api/v2/pokemon/122/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'scyther', 'url': 'https://pokeapi.co/api/v2/pokemon/123/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'jynx', 'url': 'https://pokeapi.co/api/v2/pokemon/124/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'electabuzz', 'url': 'https://pokeapi.co/api/v2/pokemon/125/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'magmar', 'url': 'https://pokeapi.co/api/v2/pokemon/126/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'pinsir', 'url': 'https://pokeapi.co/api/v2/pokemon/127/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'tauros', 'url': 'https://pokeapi.co/api/v2/pokemon/128/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'magikarp', 'url': 'https://pokeapi.co/api/v2/pokemon/129/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'gyarados', 'url': 'https://pokeapi.co/api/v2/pokemon/130/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'lapras', 'url': 'https://pokeapi.co/api/v2/pokemon/131/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'ditto', 'url': 'https://pokeapi.co/api/v2/pokemon/132/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'eevee', 'url': 'https://pokeapi.co/api/v2/pokemon/133/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'vaporeon', 'url': 'https://pokeapi.co/api/v2/pokemon/134/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'jolteon', 'url': 'https://pokeapi.co/api/v2/pokemon/135/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'flareon', 'url': 'https://pokeapi.co/api/v2/pokemon/136/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'porygon', 'url': 'https://pokeapi.co/api/v2/pokemon/137/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'omanyte', 'url': 'https://pokeapi.co/api/v2/pokemon/138/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'omastar', 'url': 'https://pokeapi.co/api/v2/pokemon/139/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'kabuto', 'url': 'https://pokeapi.co/api/v2/pokemon/140/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'kabutops', 'url': 'https://pokeapi.co/api/v2/pokemon/141/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'aerodactyl', 'url': 'https://pokeapi.co/api/v2/pokemon/142/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'snorlax', 'url': 'https://pokeapi.co/api/v2/pokemon/143/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'articuno', 'url': 'https://pokeapi.co/api/v2/pokemon/144/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'zapdos', 'url': 'https://pokeapi.co/api/v2/pokemon/145/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'moltres', 'url': 'https://pokeapi.co/api/v2/pokemon/146/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'dratini', 'url': 'https://pokeapi.co/api/v2/pokemon/147/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'dragonair', 'url': 'https://pokeapi.co/api/v2/pokemon/148/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'dragonite', 'url': 'https://pokeapi.co/api/v2/pokemon/149/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'mewtwo', 'url': 'https://pokeapi.co/api/v2/pokemon/150/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'mew', 'url': 'https://pokeapi.co/api/v2/pokemon/151/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'chikorita', 'url': 'https://pokeapi.co/api/v2/pokemon/152/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'bayleef', 'url': 'https://pokeapi.co/api/v2/pokemon/153/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'meganium', 'url': 'https://pokeapi.co/api/v2/pokemon/154/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'cyndaquil', 'url': 'https://pokeapi.co/api/v2/pokemon/155/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'quilava', 'url': 'https://pokeapi.co/api/v2/pokemon/156/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'typhlosion', 'url': 'https://pokeapi.co/api/v2/pokemon/157/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'totodile', 'url': 'https://pokeapi.co/api/v2/pokemon/158/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'croconaw', 'url': 'https://pokeapi.co/api/v2/pokemon/159/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'feraligatr', 'url': 'https://pokeapi.co/api/v2/pokemon/160/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'sentret', 'url': 'https://pokeapi.co/api/v2/pokemon/161/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'furret', 'url': 'https://pokeapi.co/api/v2/pokemon/162/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'hoothoot', 'url': 'https://pokeapi.co/api/v2/pokemon/163/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'noctowl', 'url': 'https://pokeapi.co/api/v2/pokemon/164/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'ledyba', 'url': 'https://pokeapi.co/api/v2/pokemon/165/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'ledian', 'url': 'https://pokeapi.co/api/v2/pokemon/166/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'spinarak', 'url': 'https://pokeapi.co/api/v2/pokemon/167/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'ariados', 'url': 'https://pokeapi.co/api/v2/pokemon/168/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'crobat', 'url': 'https://pokeapi.co/api/v2/pokemon/169/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'chinchou', 'url': 'https://pokeapi.co/api/v2/pokemon/170/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'lanturn', 'url': 'https://pokeapi.co/api/v2/pokemon/171/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'pichu', 'url': 'https://pokeapi.co/api/v2/pokemon/172/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'cleffa', 'url': 'https://pokeapi.co/api/v2/pokemon/173/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'igglybuff', 'url': 'https://pokeapi.co/api/v2/pokemon/174/'}"
1154,https://pokeapi.co/api/v2/pokemon/?offset=1000&limit=154,,"{'name': 'togepi', 'url': 'https://pokeapi.co/api/v2/pokemon/175/'}"
